,column_name,columns_datatype,columns_field_name,dataset,department
14753,# Contributing 20+ Total Days,Number,contributing_20_total_days,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14754,% Attendance,Number,attendance,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14755,# Days Present,Number,days_present,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14756,# Days Absent,Number,days_absent,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14757,Demographic Variable,Text,demographic_variable,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14758,# Chronically Absent,Number,chronically_absent,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14759,Year,Text,year,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14760,# Total Days,Number,total_days,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14761,Demographic Category,Text,demographic_category,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14762,% Chronically Absent,Number,chronically_absent_1,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14763,Grade,Text,grade,2013-2019 Attendance Results - Citywide,Department of Education (DOE)
14764,CLASS Emotional Support Score,Text,class_emotional_support_score,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14765,CLASS Most Recent Assessment Year,Text,class_most_recent_assessment,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14766,ECERS Space and Furnishings Rating,Text,ecers_space_and_furnishings_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14767,ECERS Most Recent Assessment Year,Text,ecers_most_recent_assessment,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14768,CLASS Instructional Support Rating,Text,class_instructional_support_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14769,Dual Language,Text,dual_language,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14770,ECERS Language Reasoning Score,Text,ecers_language_reasoning,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14771,Meals,Text,meals,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14772,CLASS Classroom Organization Score,Text,class_classroom_organization,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14773,Program Code,Text,program_code,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14774,Site ID,Text,site_id,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14775,CLASS Classroom Organization Rating,Text,class_classroom_organization_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14776,Program Name,Text,program_name,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14777,Address 1,Text,address_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14778,Address 2,Text,address_2,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14779,Enrollment,Text,enrollment,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14780,ECERS Personal Care Routines Score,Text,ecers_personal_care_routines,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14781,Daily Start Time,Text,daily_start_time,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14782,ECERS Interaction Rating,Text,ecers_interaction_rating,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14783,Playspace,Text,playspace,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14784,ECERS Program Structure Rating,Text,ecers_program_structure_rating,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14785,Late Pick-Up Available,Text,late_pick_up_available,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14786,ECERS Space and Furnishings Score,Text,ecers_space_and_furnishings,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14787,Trust - Survey Percent Positive,Text,trust_survey_percent_positive,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14788,Length of Pre-K Day,Text,length_of_pre_k_day,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14789,ECERS Program Structure Score,Text,ecers_program_structure_score,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14790,CLASS Instructional Support Score,Text,class_instructional_support,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14791,ECERS Observation Average Score,Text,ecers_observation_average,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14792,Collaborative Teachers - Survey Percent Positive,Text,collaborative_teachers_survey,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14793,ECERS Observation Average Rating,Text,ecers_observation_average_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14794,Survey - Guardian Response Rate,Text,survey_guardian_response,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14795,ECERS Interaction Score,Text,ecers_interaction_score,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14796,ECERS Activities Score,Text,ecers_activities_score,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14797,ECERS Personal Care Routines Rating,Text,ecers_personal_care_routines_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14798,Quality Review - Date of Review,Text,quality_review_date_of_review,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14799,Quality Review - How well do teachers work with each other?,Text,quality_review_how_well_do,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14800,Survey - Number of Guardian Responses,Text,survey_number_of_guardian,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14801,Strong Family-Community Ties - Survey Percent Positive,Text,strong_family_community_ties,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14802,Effective School Leadership - Survey Percent Positive,Text,effective_school_leadership,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14803,Supportive Environment - Survey Percent Positive,Text,supportive_environment_survey,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14804,Program Type,Text,program_type,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14805,ECERS Language Reasoning Rating,Text,ecers_language_reasoning_1,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14806,Early Drop-Off Available,Text,early_drop_off_available,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14807,CLASS Emotional Support Rating,Text,class_emotional_support_rating,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14808,ECERS Activities Rating,Text,ecers_activities_rating,2015 - 2016 School Quality Report Results for PreK,Department of Education (DOE)
14809,#White,Text,white,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14810,#Female,Text,female,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14811,#Black,Text,black,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14812,#Other,Text,other,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14813,Site ID,Text,site_id,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14814,%Female,Text,female_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14815,DBN,Text,dbn,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14816,%Other,Text,other_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14817,Total Enrollment (Half Day & Full Day),Text,total_enrollment_half_day,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14818,#Asian,Text,asian,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14819,#Male,Text,male,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14820,Year,Text,year,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14821,%Black,Text,black_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14822,School Name,Text,school_name,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14823,%White,Text,white_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14824,%Male,Text,male_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14825,#Hispanic,Text,hispanic,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14826,%Asian,Text,asian_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14827,%Hispanic,Text,hispanic_1,2017 - 2018 Diversity Report Pre-Kindergarten,Department of Education (DOE)
14828,Level3+4_N,Text,level3_4_n,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14829,Level3+4_%,Text,level3_4_,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14830,Level4_%,Text,level4_,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14831,Level4_N,Text,level4_n,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14832,Level3_%,Text,level3_,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14833,Level3_N,Text,level3_n,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14834,Level2_%,Text,level2_,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14835,Level2_N,Text,level2_n,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14836,Level1_%,Text,level1_,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14837,Level1_N,Text,level1_n,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14838,Mean Scale Score,Text,mean_scale_score,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14839,district,Text,district,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14840,Grade,Text,grade,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14841,Year,Text,year,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14842,Category,Text,category,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14843,Number Tested,Text,number_tested,2013-2017 District ELA Results - SWD,Department of Education (DOE)
14844,Asian #,Text,asian_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14845,Hispanic #,Text,hispanic_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14846,White %,Text,white_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14847,Category Type,Text,category_type,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14848,DBN,Text,dbn,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14849,Category Values,Text,category_values,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14850,Total #,Text,total_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14851,Total %,Text,total_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14852,Asian %,Text,asian_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14853,White #,Text,white_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14854,Black #,Text,black_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14855,Black %,Text,black_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14856,Hispanic %,Text,hispanic_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14857,Other %,Text,other_2,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14858,Other #,Text,other_1,2015 - 2016 School Closure Discharge By Ethnicity,Department of Education (DOE)
14859,Average Class Size,Text,average_class_size,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14860,Number of Classes,Text,number_of_classes,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14861,Number of Students,Text,number_of_students,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14862,Grade Level,Text,grade_level,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14863,Program Type,Text,program_type,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14864,Borough,Text,borough,2017 - 2018 November2017 Avg Class Size Borough K8 - Open Data Portal,Department of Education (DOE)
14865,NON-ELL EXPULSIONS,Text,non_ell_expulsions,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14866,ELL EXPULSIONS,Text,ell_expulsions,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14867,NON-ELL PRINCIPAL,Text,non_ell_principal,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14868,DBN,Text,dbn,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14869,LOCATION NAME,Text,location_name,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14870,NON-ELL REMOVALS,Text,non_ell_removals,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14871,ELL PRINCIPAL,Text,ell_principal,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14872,ADMINISTRATIVE DISTRICT,Number,administrative_district,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14873,ELL SUPERINTENDENT,Text,ell_superintendent,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14874,NON-ELL SUPERINTENDENT,Text,non_ell_superintendent,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14875,ELL REMOVALS,Text,ell_removals,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14876,LOCATION CATEGORY,Text,location_category,2015 2016 Student Discipline Annual Report - ELL,Department of Education (DOE)
14877,% of Students within Grade,Text,of_students_within_grade,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14878,Number of Students,Text,number_of_students,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14879,Number of Classes,Text,number_of_classes,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14880,District,Number,district,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14881,Grade Level,Text,grade_level,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14882,Program Type,Text,program_type,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14883,Class Size,Text,class_size,2017- 2018 Class Size Report District K-8 Class Size Distribution,Department of Education (DOE)
14884,Category,Text,category,2013-2017 District ELA Results - Gender,Department of Education (DOE)
